-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 11/02/2000 through 11/02/2020 
Location: Latitude  3.0   Longitude 105.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.07 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
RH2M      MERRA-2 Relative Humidity at 2 Meters (%) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,WS10M,RH2M,T2M
2005,11,7,3.48,82.69,28.26
2005,11,8,2.52,85.12,27.59
2005,11,9,2.85,84.81,27.51
2005,11,10,2.66,84.12,27.58
2005,11,11,2.89,83.12,27.71
2005,11,12,2.56,83.12,27.8
2005,11,13,2.37,80.25,28.28
2005,11,14,1.78,79.5,28.4
2005,11,15,2.16,80.44,28.16
2005,11,16,1.86,81.62,27.81
2005,11,17,2.45,83.12,27.53
2005,11,18,2.27,81.38,27.8
2005,11,19,3.38,81.44,27.69
2005,11,20,6.96,80.44,28.3
2005,11,21,9.32,83.81,28.26
2005,11,22,9.06,86.62,27.84
2005,11,23,6.53,89.06,27.38
2005,11,24,3.98,85.25,27.4
2005,11,25,2.35,83.94,27.07
2005,11,26,4.02,84.81,27.5
2005,11,27,4.84,86.12,27.23
2005,11,28,4.63,88.0,26.89
2005,11,29,5.45,89.38,26.87
2005,11,30,6.83,86.94,27.18
2005,12,1,8.31,86.88,27.16
2005,12,2,4.24,84.69,27.1
2005,12,3,2.49,83.75,26.77
2005,12,4,2.0,84.0,27.38
2005,12,5,3.48,85.62,27.58
2005,12,6,3.33,87.56,27.12
2005,12,7,2.52,86.25,27.22
2005,12,8,1.56,85.81,26.83
2005,12,9,3.12,85.19,27.02
2005,12,10,4.93,86.0,27.23
2005,12,11,4.95,85.38,27.45
2005,12,12,5.83,87.38,27.48
2005,12,13,5.95,88.12,27.41
2005,12,14,7.66,88.12,27.4
2005,12,15,3.33,84.81,27.33
2005,12,16,5.15,88.12,27.11
2005,12,17,7.34,87.94,26.94
2005,12,18,8.2,85.38,26.94
2005,12,19,7.29,82.38,26.82
2005,12,20,5.54,80.81,27.11
2005,12,21,5.07,80.56,27.35
2005,12,22,4.84,83.62,27.15
2005,12,23,7.26,85.94,26.7
2005,12,24,5.36,84.06,26.91
2005,12,25,2.26,83.0,26.64
2005,12,26,4.7,89.44,26.27
2005,12,27,6.68,87.31,26.71
2005,12,28,5.84,82.69,26.69
2005,12,29,5.54,84.69,26.54
2005,12,30,5.45,84.75,26.78
2005,12,31,4.53,89.5,26.31
2006,1,1,4.8,86.88,26.71
2006,1,2,6.25,87.5,26.7
2006,1,3,4.28,85.5,27.0
2006,1,4,4.51,89.12,26.46
2006,1,5,4.8,88.94,26.39
2006,1,6,7.95,86.06,26.87
2006,1,7,9.76,85.69,26.8
2006,1,8,10.78,84.19,26.9
2006,1,9,9.75,84.75,26.66
2006,1,10,10.23,85.25,26.4
2006,1,11,8.5,85.69,26.37
2006,1,12,7.34,87.12,26.12
2006,1,13,6.39,87.44,26.09
2006,1,14,7.22,88.69,26.08
2006,1,15,5.92,85.19,26.33
2006,1,16,6.02,90.12,25.96
2006,1,17,4.91,91.19,25.82
2006,1,18,4.42,88.06,25.97
2006,1,19,3.66,89.38,25.88
2006,1,20,3.88,89.94,25.9
2006,1,21,4.64,86.62,26.27
2006,1,22,5.04,86.88,26.27
2006,1,23,7.39,84.38,26.49
2006,1,24,7.79,79.12,26.54
2006,1,25,7.2,80.5,26.1
2006,1,26,7.31,84.81,26.04
2006,1,27,7.38,84.38,26.05
2006,1,28,5.91,84.44,26.0
2006,1,29,6.08,85.12,25.93
2006,1,30,6.16,83.38,26.17
2006,1,31,5.66,85.56,26.27
2006,2,1,5.77,90.5,26.28
2006,2,2,7.44,88.12,26.3
2006,2,3,7.71,87.31,26.26
2006,2,4,8.71,87.56,26.35
2006,2,5,8.8,85.62,26.19
2006,2,6,7.77,86.94,26.06
2006,2,7,7.59,87.25,26.1
2006,2,8,8.87,86.44,26.26
2006,2,9,8.45,90.75,25.96
2006,2,10,7.33,90.38,25.58
2006,2,11,5.93,90.19,25.69
2006,2,12,5.63,89.31,26.2
2006,2,13,6.06,90.38,26.32
2006,2,14,4.95,90.81,26.08
2006,2,15,4.38,81.81,26.48
2006,2,16,4.3,83.69,26.44
2006,2,17,4.81,84.06,26.73
2006,2,18,4.99,89.06,26.48
2006,2,19,6.32,90.06,26.53
2006,2,20,7.17,89.38,26.65
2006,2,21,7.26,87.88,26.67
2006,2,22,6.77,89.56,26.6
2006,2,23,7.2,88.69,26.75
2006,2,24,7.34,89.25,26.58
2006,2,25,6.56,89.25,26.57
2006,2,26,5.63,88.19,26.52
2006,2,27,4.86,88.31,26.3
2006,2,28,4.54,84.44,26.76
2006,3,1,5.14,81.56,26.91
2006,3,2,6.05,79.88,26.95
2006,3,3,6.7,85.38,26.61
2006,3,4,6.83,83.81,26.6
2006,3,5,5.45,81.69,26.83
2006,3,6,4.0,76.06,27.12
2006,3,7,4.23,78.56,26.86
2006,3,8,4.47,76.75,26.68
2006,3,9,3.81,81.69,26.82
2006,3,10,3.66,84.44,26.99
2006,3,11,4.09,87.44,26.85
2006,3,12,3.41,80.31,27.01
2006,3,13,2.27,76.31,26.51
2006,3,14,2.88,75.62,26.68
2006,3,15,4.34,80.12,26.98
2006,3,16,4.72,82.19,27.25
2006,3,17,3.66,80.44,27.55
2006,3,18,4.09,81.62,27.53
2006,3,19,3.47,84.12,27.46
2006,3,20,3.21,83.38,27.29
2006,3,21,4.12,85.0,27.56
2006,3,22,3.35,81.38,27.5
2006,3,23,3.6,82.0,27.53
2006,3,24,3.1,82.62,27.76
2006,3,25,3.07,83.25,27.88
2006,3,26,3.02,84.75,27.9
2006,3,27,2.24,85.56,27.48
2006,3,28,2.52,83.25,27.41
2006,3,29,1.72,78.5,27.9
2006,3,30,3.61,81.62,27.9
2006,3,31,5.05,79.25,28.24
2006,4,1,3.02,79.06,28.05
2006,4,2,2.21,81.69,27.51
2006,4,3,2.92,82.25,27.77
2006,4,4,3.69,83.62,27.98
2006,4,5,3.96,80.88,28.4
2006,4,6,3.23,81.75,28.07
2006,4,7,2.02,82.19,27.64
2006,4,8,2.94,83.69,27.69
2006,4,9,2.72,85.62,27.39
2006,4,10,1.77,80.81,27.83
2006,4,11,2.26,80.44,28.15
2006,4,12,2.99,80.25,28.31
2006,4,13,4.55,81.62,28.3
2006,4,14,3.32,79.12,27.98
2006,4,15,2.66,77.88,27.73
2006,4,16,3.19,72.19,28.02
2006,4,17,4.46,81.94,27.81
2006,4,18,3.64,81.25,28.18
2006,4,19,3.45,81.69,28.21
2006,4,20,3.7,81.38,28.33
2006,4,21,2.37,82.19,27.87
2006,4,22,2.45,79.75,28.3
2006,4,23,1.52,76.38,28.56
2006,4,24,0.84,76.38,28.53
2006,4,25,2.23,80.0,28.25
2006,4,26,2.41,80.69,28.37
2006,4,27,1.41,75.75,28.2
2006,4,28,1.81,72.75,28.93
2006,4,29,1.88,76.44,28.98
2006,4,30,1.36,78.0,28.74
2006,5,1,1.75,81.81,28.22
2006,5,2,0.89,79.69,27.79
2006,5,3,0.77,80.62,27.47
2006,5,4,1.26,77.31,28.55
2006,5,5,3.05,80.81,28.8
2006,5,6,4.19,83.88,28.23
2006,5,7,4.51,78.69,28.5
2006,5,8,3.45,80.94,28.76
2006,5,9,1.9,80.06,28.6
2006,5,10,1.79,76.25,28.72
2006,5,11,1.77,77.12,28.55
2006,5,12,1.43,69.44,28.71
2006,5,13,1.96,70.56,28.97
2006,5,14,2.33,79.69,28.65
2006,5,15,2.91,82.0,28.55
2006,5,16,5.41,81.31,29.14
2006,5,17,4.98,76.81,29.69
2006,5,18,3.65,71.44,29.8
2006,5,19,2.39,75.0,29.19
2006,5,20,3.32,77.19,28.87
2006,5,21,3.09,78.25,28.2
2006,5,22,2.15,78.94,28.01
2006,5,23,2.41,78.75,28.08
2006,5,24,3.4,80.38,28.4
2006,5,25,2.93,78.12,28.79
2006,5,26,2.27,77.12,28.62
2006,5,27,1.3,79.44,27.97
2006,5,28,2.09,81.62,27.69
2006,5,29,2.78,79.06,28.33
2006,5,30,3.59,81.31,28.75
2006,5,31,3.38,81.69,28.71
2006,6,1,2.7,79.62,28.33
2006,6,2,4.07,79.12,28.57
2006,6,3,5.07,82.56,28.65
2006,6,4,3.88,82.19,28.28
2006,6,5,4.88,81.44,28.45
2006,6,6,2.9,80.69,28.01
2006,6,7,3.16,81.25,28.08
2006,6,8,4.91,85.94,27.97
2006,6,9,5.01,84.62,27.89
2006,6,10,3.81,83.06,27.69
2006,6,11,4.38,81.56,27.74
2006,6,12,4.27,77.25,28.71
2006,6,13,4.61,81.62,28.35
2006,6,14,4.06,84.81,28.01
2006,6,15,4.59,84.94,28.18
2006,6,16,5.35,85.25,28.24
2006,6,17,5.7,84.12,28.5
2006,6,18,5.62,84.88,28.51
2006,6,19,5.21,83.81,28.58
2006,6,20,4.29,85.88,27.95
2006,6,21,2.73,84.94,27.44
2006,6,22,1.7,80.56,27.7
2006,6,23,3.02,82.94,27.91
2006,6,24,5.09,85.94,28.05
2006,6,25,5.52,84.62,27.94
2006,6,26,6.48,83.19,28.59
2006,6,27,6.87,81.81,28.7
2006,6,28,6.99,80.62,28.9
2006,6,29,5.45,80.88,28.72
2006,6,30,5.57,83.75,28.45
2006,7,1,7.3,81.06,28.87
2006,7,2,6.58,83.44,28.36
2006,7,3,6.41,81.88,28.73
2006,7,4,5.66,81.25,28.82
2006,7,5,6.45,82.31,28.87
2006,7,6,5.86,84.19,28.67
2006,7,7,6.07,84.94,28.62
2006,7,8,6.15,83.69,28.73
2006,7,9,6.21,85.06,28.55
2006,7,10,5.78,87.12,27.83
2006,7,11,6.49,84.56,28.32
2006,7,12,7.28,83.0,28.26
2006,7,13,7.41,84.31,28.19
2006,7,14,6.45,84.19,28.41
2006,7,15,5.82,82.31,28.44
2006,7,16,6.41,84.19,28.56
2006,7,17,4.95,84.12,28.44
2006,7,18,4.84,86.38,27.86
2006,7,19,3.86,83.56,27.69
2006,7,20,4.74,83.12,28.12
2006,7,21,4.2,84.06,28.07
2006,7,22,4.57,82.69,27.94
2006,7,23,5.79,85.75,28.29
2006,7,24,5.94,83.0,28.6
2006,7,25,6.55,80.31,28.64
2006,7,26,6.1,78.5,28.76
2006,7,27,3.84,81.94,28.08
2006,7,28,3.1,81.88,27.87
2006,7,29,3.82,81.31,27.8
2006,7,30,6.01,84.0,27.98
2006,7,31,4.67,84.5,27.0
2006,8,1,5.48,80.81,27.97
2006,8,2,5.73,79.19,28.23
2006,8,3,6.65,79.75,28.38
2006,8,4,6.55,80.31,28.4
2006,8,5,5.64,78.75,28.44
2006,8,6,6.1,82.0,28.33
2006,8,7,6.7,80.88,28.53
2006,8,8,7.99,80.5,28.26
2006,8,9,7.45,80.94,28.35
2006,8,10,7.64,80.38,28.23
2006,8,11,7.14,82.12,28.14
2006,8,12,6.88,82.44,28.04
2006,8,13,7.74,83.56,28.09
2006,8,14,8.02,83.12,28.07
2006,8,15,7.59,82.81,27.95
2006,8,16,6.72,81.62,28.15
2006,8,17,5.33,79.88,28.38
2006,8,18,4.21,81.94,28.22
2006,8,19,5.38,86.12,27.86
2006,8,20,4.84,83.31,28.05
2006,8,21,4.72,79.44,28.13
2006,8,22,5.54,81.56,28.05
2006,8,23,5.44,82.06,28.03
2006,8,24,5.59,82.38,28.12
2006,8,25,5.62,83.5,28.21
2006,8,26,5.03,82.31,28.19
2006,8,27,5.56,82.69,27.9
2006,8,28,5.29,84.88,27.76
2006,8,29,4.16,84.56,27.69
2006,8,30,3.3,84.62,27.3
2006,8,31,4.0,83.56,26.69
2006,9,1,4.96,84.69,27.09
2006,9,2,3.73,78.94,27.77
2006,9,3,3.67,78.56,27.97
2006,9,4,4.66,81.31,28.04
2006,9,5,5.14,82.81,27.98
2006,9,6,4.84,80.62,28.37
2006,9,7,4.2,82.81,28.15
2006,9,8,4.01,84.31,27.9
2006,9,9,3.77,81.69,28.19
2006,9,10,4.02,82.94,28.06
2006,9,11,4.09,82.56,28.13
2006,9,12,3.99,84.31,27.9
2006,9,13,2.8,80.5,27.62
2006,9,14,3.41,74.31,27.91
2006,9,15,3.39,82.94,27.31
2006,9,16,2.17,80.88,27.12
2006,9,17,3.66,81.19,27.25
2006,9,18,4.05,84.19,27.28
2006,9,19,5.34,79.62,28.12
2006,9,20,4.22,76.12,28.5
2006,9,21,3.7,77.38,28.64
2006,9,22,3.73,81.25,28.23
2006,9,23,5.55,84.31,28.15
2006,9,24,6.19,86.12,27.69
2006,9,25,6.41,81.06,28.54
2006,9,26,5.49,82.19,28.24
2006,9,27,5.84,82.81,28.19
2006,9,28,6.68,78.56,28.55
2006,9,29,4.5,82.19,28.04
2006,9,30,5.05,81.44,28.19
2006,10,1,5.52,81.38,27.87
2006,10,2,7.23,80.12,28.64
2006,10,3,7.02,80.25,28.77
2006,10,4,6.51,79.94,28.71
2006,10,5,4.96,81.56,28.43
2006,10,6,5.34,80.75,28.72
2006,10,7,5.74,80.94,28.48
2006,10,8,3.46,78.0,28.33
2006,10,9,3.41,82.38,28.05
2006,10,10,3.72,83.81,27.81
2006,10,11,1.6,77.38,27.68
2006,10,12,2.47,76.56,27.83
2006,10,13,3.09,80.94,27.8
2006,10,14,1.95,81.94,27.38
2006,10,15,1.77,78.19,27.95
2006,10,16,1.9,77.44,28.26
2006,10,17,1.99,78.38,28.35
2006,10,18,1.58,78.5,28.24
2006,10,19,1.38,79.75,27.9
2006,10,20,2.46,80.38,28.11
2006,10,21,2.02,80.31,27.79
2006,10,22,1.56,81.5,27.6
2006,10,23,2.48,82.25,27.76
2006,10,24,3.15,84.94,27.81
2006,10,25,3.31,84.94,27.3
2006,10,26,2.73,83.44,27.12
2006,10,27,1.99,80.5,27.51
2006,10,28,2.16,81.81,27.67
2006,10,29,1.27,79.56,27.8
2006,10,30,1.84,75.94,28.07
2006,10,31,1.4,77.81,28.01
2006,11,1,2.4,84.69,27.36
2006,11,2,3.73,83.88,27.71
2006,11,3,3.7,85.38,27.89
2006,11,4,3.02,83.44,27.72
2006,11,5,3.43,85.06,27.71
2006,11,6,3.74,83.88,27.6
2006,11,7,3.69,82.88,27.53
2006,11,8,3.01,81.56,27.87
2006,11,9,3.51,83.81,27.79
2006,11,10,4.07,85.69,27.46
2006,11,11,2.07,85.12,26.54
2006,11,12,2.55,83.5,27.01
2006,11,13,3.28,84.44,27.14
2006,11,14,1.84,82.19,27.32
2006,11,15,2.58,82.19,27.38
2006,11,16,3.48,83.56,27.62
2006,11,17,4.95,84.94,28.15
2006,11,18,3.95,84.56,28.01
2006,11,19,2.77,84.06,27.69
2006,11,20,2.7,82.62,27.05
2006,11,21,2.4,82.88,27.51
2006,11,22,1.76,83.69,27.51
2006,11,23,2.47,83.0,27.62
2006,11,24,2.8,85.44,27.28
2006,11,25,3.59,84.38,27.58
2006,11,26,3.29,85.06,27.7
2006,11,27,3.92,84.31,27.84
2006,11,28,3.45,85.56,27.57
2006,11,29,3.85,83.0,27.98
2006,11,30,3.6,83.88,27.92
2006,12,1,4.63,86.69,27.45
2006,12,2,6.73,82.19,28.16
2006,12,3,6.27,77.12,28.56
2006,12,4,7.28,77.0,28.57
2006,12,5,3.79,80.94,27.79
2006,12,6,3.61,84.44,27.45
2006,12,7,3.09,86.12,27.05
2006,12,8,3.78,87.25,26.9
2006,12,9,4.27,87.94,26.8
2006,12,10,5.01,84.69,27.33
2006,12,11,4.0,84.0,27.75
2006,12,12,4.68,87.19,27.55
2006,12,13,3.88,87.12,27.22
2006,12,14,3.55,87.5,27.01
2006,12,15,5.18,85.44,27.85
2006,12,16,6.87,85.5,28.33
2006,12,17,9.68,84.81,28.13
2006,12,18,9.73,85.31,27.92
2006,12,19,9.23,86.25,27.77
2006,12,20,8.39,87.25,27.75
2006,12,21,9.88,84.62,27.65
2006,12,22,10.89,82.62,27.48
2006,12,23,9.16,83.31,27.31
2006,12,24,9.27,85.0,27.29
2006,12,25,8.35,86.5,27.2
2006,12,26,8.5,86.75,27.16
2006,12,27,9.07,86.19,26.99
2006,12,28,8.61,83.5,26.95
2006,12,29,7.63,81.44,26.65
2006,12,30,7.47,83.5,26.92
2006,12,31,8.69,85.5,26.96
2007,1,1,7.7,88.38,26.52
2007,1,2,7.5,85.44,27.12
2007,1,3,7.59,89.31,26.51
2007,1,4,6.01,83.0,26.72
2007,1,5,7.24,89.75,26.34
2007,1,6,8.43,86.44,27.18
2007,1,7,8.8,87.94,27.2
2007,1,8,5.23,86.5,26.9
2007,1,9,7.88,89.69,26.4
2007,1,10,8.62,86.88,26.8
2007,1,11,8.83,86.94,26.79
2007,1,12,7.98,88.69,26.64
2007,1,13,8.81,88.81,26.42
2007,1,14,7.66,88.5,26.3
2007,1,15,8.08,88.19,26.11
2007,1,16,6.88,89.56,26.02
2007,1,17,6.41,91.56,26.11
2007,1,18,5.03,91.69,25.94
2007,1,19,3.94,90.62,26.23
2007,1,20,6.66,89.25,26.83
2007,1,21,6.18,86.75,26.77
2007,1,22,6.77,83.25,26.76
2007,1,23,6.59,88.19,26.5
2007,1,24,8.26,86.94,26.62
2007,1,25,8.76,85.75,26.66
2007,1,26,8.52,86.0,26.57
2007,1,27,9.05,85.94,26.33
2007,1,28,10.19,80.62,26.22
2007,1,29,10.09,76.12,25.95
2007,1,30,8.8,76.25,25.65
2007,1,31,8.08,77.94,25.46
2007,2,1,8.34,78.56,25.52
2007,2,2,8.44,78.81,25.62
2007,2,3,8.33,81.56,25.57
2007,2,4,7.18,82.69,25.56
2007,2,5,7.02,86.56,25.43
2007,2,6,6.61,85.56,25.65
2007,2,7,6.65,84.12,25.74
2007,2,8,6.58,86.38,25.68
2007,2,9,6.77,82.38,26.12
2007,2,10,6.3,84.0,25.98
2007,2,11,5.06,86.5,26.18
2007,2,12,6.47,89.12,26.01
2007,2,13,5.61,85.5,26.29
2007,2,14,4.95,84.38,26.48
2007,2,15,4.85,83.12,26.53
2007,2,16,4.64,90.0,26.23
2007,2,17,4.25,86.0,26.78
2007,2,18,3.83,79.56,27.06
2007,2,19,3.71,80.25,26.9
2007,2,20,2.62,76.06,27.04
2007,2,21,2.42,77.62,27.05
2007,2,22,1.84,77.88,26.94
2007,2,23,3.22,82.19,26.98
2007,2,24,5.19,81.62,27.38
2007,2,25,4.21,81.12,27.37
2007,2,26,3.91,83.81,26.91
2007,2,27,5.3,83.12,26.97
2007,2,28,5.77,83.44,27.19
2007,3,1,5.37,86.25,26.81
2007,3,2,5.07,85.19,26.92
2007,3,3,5.54,81.88,27.3
2007,3,4,4.62,79.69,26.92
2007,3,5,4.35,79.44,26.8
2007,3,6,3.94,78.69,26.76
2007,3,7,5.09,79.88,27.03
2007,3,8,4.45,78.12,27.44
2007,3,9,4.87,77.62,27.51
2007,3,10,5.54,80.25,27.46
2007,3,11,5.98,82.5,27.67
2007,3,12,5.73,83.62,27.83
2007,3,13,4.79,84.44,27.51
2007,3,14,4.39,86.5,27.19
2007,3,15,3.37,84.5,27.28
2007,3,16,1.91,80.12,27.23
2007,3,17,0.99,77.62,27.23
2007,3,18,1.52,81.75,27.35
2007,3,19,3.46,80.62,27.91
2007,3,20,2.52,76.88,27.87
2007,3,21,3.44,82.25,27.66
2007,3,22,3.84,83.44,27.66
2007,3,23,2.83,84.75,26.63
2007,3,24,1.74,83.25,26.9
2007,3,25,2.48,82.44,28.07
2007,3,26,2.49,83.88,27.75
2007,3,27,2.02,83.44,27.68
2007,3,28,3.04,83.62,27.95
2007,3,29,3.69,83.81,27.83
2007,3,30,4.71,85.25,27.58
2007,3,31,4.07,84.94,27.9
2007,4,1,2.21,83.25,27.58
2007,4,2,2.08,78.56,27.77
2007,4,3,2.98,82.0,27.87
2007,4,4,4.77,82.81,27.75
2007,4,5,6.91,77.0,28.49
2007,4,6,5.28,76.44,28.45
2007,4,7,4.99,80.94,28.18
2007,4,8,5.04,81.5,28.19
2007,4,9,4.86,81.38,28.3
2007,4,10,4.71,80.56,28.47
2007,4,11,4.11,79.12,28.5
2007,4,12,4.36,82.88,28.16
2007,4,13,3.59,82.31,28.25
2007,4,14,2.13,82.75,27.99
2007,4,15,2.76,83.62,28.24
2007,4,16,1.73,79.06,28.53
2007,4,17,1.32,77.75,28.44
2007,4,18,1.11,73.25,28.7
2007,4,19,1.53,75.56,28.58
2007,4,20,2.44,78.25,28.61
2007,4,21,2.24,79.31,28.62
2007,4,22,1.38,76.81,28.58
2007,4,23,1.5,77.62,28.41
2007,4,24,2.76,81.31,28.36
2007,4,25,1.68,77.38,28.62
2007,4,26,2.27,78.62,28.37
2007,4,27,3.83,82.75,28.24
2007,4,28,2.56,80.5,28.17
2007,4,29,3.13,82.81,28.15
2007,4,30,3.86,83.31,28.3
2007,5,1,3.94,84.69,28.48
2007,5,2,4.23,85.75,28.2
2007,5,3,2.91,82.5,28.25
2007,5,4,2.49,81.31,28.35
2007,5,5,4.91,84.5,28.51
2007,5,6,4.38,82.38,28.69
2007,5,7,3.44,82.38,28.8
2007,5,8,3.24,83.0,28.67
2007,5,9,4.0,85.25,28.54
2007,5,10,4.95,85.06,28.45
2007,5,11,3.28,83.19,28.32
2007,5,12,2.5,82.75,28.37
2007,5,13,3.52,81.06,28.73
2007,5,14,4.65,84.75,28.55
2007,5,15,4.39,86.75,27.93
2007,5,16,2.24,81.69,28.14
2007,5,17,3.14,82.25,28.13
2007,5,18,1.73,82.38,27.76
2007,5,19,1.3,77.06,28.34
2007,5,20,2.05,78.81,28.59
2007,5,21,3.88,81.12,28.92
2007,5,22,3.8,81.75,28.74
2007,5,23,3.16,85.19,28.31
2007,5,24,3.97,85.69,28.57
2007,5,25,3.04,82.12,28.71
2007,5,26,4.17,82.81,28.87
2007,5,27,3.34,82.44,28.53
2007,5,28,3.71,79.38,28.8
2007,5,29,3.61,83.19,28.35
2007,5,30,3.76,83.94,28.38
2007,5,31,3.83,83.5,28.44
2007,6,1,2.05,81.31,28.14
2007,6,2,2.8,79.56,28.58
2007,6,3,3.16,82.94,28.55
2007,6,4,1.8,79.19,28.57
2007,6,5,2.17,75.25,28.86
2007,6,6,3.58,82.69,28.12
2007,6,7,2.43,80.06,28.41
2007,6,8,2.41,80.44,28.49
2007,6,9,2.66,78.31,28.87
2007,6,10,2.85,80.62,28.79
2007,6,11,3.36,81.44,28.67
2007,6,12,5.41,85.81,28.41
2007,6,13,4.05,82.12,28.56
2007,6,14,3.67,83.06,28.4
2007,6,15,3.03,82.31,28.37
2007,6,16,3.52,85.94,27.82
2007,6,17,4.16,85.19,28.08
2007,6,18,3.98,83.44,27.94
2007,6,19,4.3,83.94,28.07
2007,6,20,6.36,82.06,28.4
2007,6,21,5.2,84.38,28.36
2007,6,22,3.46,84.81,28.3
2007,6,23,4.35,84.25,28.67
2007,6,24,6.2,84.31,29.0
2007,6,25,5.62,85.56,28.79
2007,6,26,5.01,81.19,28.69
2007,6,27,4.44,80.75,29.01
2007,6,28,2.1,79.31,28.47
2007,6,29,2.64,82.38,28.01
2007,6,30,3.62,78.88,28.23
2007,7,1,3.45,84.12,28.73
2007,7,2,4.09,85.19,28.69
2007,7,3,4.8,80.69,29.29
2007,7,4,4.91,79.94,29.23
2007,7,5,4.73,81.0,29.03
2007,7,6,4.81,81.81,28.94
2007,7,7,4.3,81.69,28.39
2007,7,8,3.75,81.12,28.42
2007,7,9,6.48,84.56,28.12
2007,7,10,6.05,81.94,28.37
2007,7,11,5.07,83.69,28.41
2007,7,12,5.91,82.62,28.69
2007,7,13,5.9,79.12,29.02
2007,7,14,5.07,78.69,29.08
2007,7,15,5.11,78.69,29.16
2007,7,16,3.96,79.19,28.9
2007,7,17,3.05,83.38,28.4
2007,7,18,2.98,83.06,28.08
2007,7,19,2.79,82.56,27.77
2007,7,20,2.24,83.06,27.73
2007,7,21,3.19,84.12,27.48
2007,7,22,4.16,86.75,27.27
2007,7,23,4.49,83.81,27.48
2007,7,24,5.39,86.5,26.96
2007,7,25,2.4,82.62,26.53
2007,7,26,2.22,78.81,27.07
2007,7,27,4.1,85.06,27.18
2007,7,28,3.7,82.31,27.41
2007,7,29,4.26,83.81,27.31
2007,7,30,5.3,86.12,27.43
2007,7,31,5.17,83.75,27.6
2007,8,1,4.52,81.06,27.72
2007,8,2,5.0,80.88,27.66
2007,8,3,4.13,75.94,28.12
2007,8,4,6.16,80.81,28.19
2007,8,5,6.77,79.75,28.4
2007,8,6,5.98,78.56,28.49
2007,8,7,4.93,78.75,28.33
2007,8,8,7.17,82.56,28.44
2007,8,9,7.97,82.56,28.61
2007,8,10,7.23,81.88,28.6
2007,8,11,6.62,82.56,28.51
2007,8,12,5.3,83.69,27.88
2007,8,13,3.85,85.31,27.62
2007,8,14,5.76,85.0,27.84
2007,8,15,5.98,84.69,27.86
2007,8,16,7.02,82.75,28.05
2007,8,17,6.27,81.12,27.98
2007,8,18,5.34,83.94,27.8
2007,8,19,4.94,85.56,27.65
2007,8,20,5.34,86.06,26.82
2007,8,21,4.93,85.25,27.0
2007,8,22,3.85,84.38,27.05
2007,8,23,4.05,84.12,27.18
2007,8,24,4.37,85.19,27.3
2007,8,25,4.3,85.25,27.22
2007,8,26,2.7,83.88,26.99
2007,8,27,3.29,84.69,27.01
2007,8,28,6.66,86.81,27.23
2007,8,29,6.66,83.38,27.87
2007,8,30,6.48,83.81,27.91
2007,8,31,4.91,85.25,27.45
2007,9,1,4.64,85.5,27.58
2007,9,2,4.95,86.12,27.58
2007,9,3,4.18,85.88,26.99
2007,9,4,5.23,84.5,26.91
2007,9,5,4.06,80.69,27.56
2007,9,6,3.82,85.0,27.65
2007,9,7,1.79,81.19,27.63
2007,9,8,3.3,83.38,27.22
2007,9,9,2.7,81.31,26.95
2007,9,10,4.04,85.19,27.01
2007,9,11,4.02,86.12,27.23
2007,9,12,5.36,85.94,27.59
2007,9,13,3.96,82.25,27.84
2007,9,14,4.76,84.5,27.86
2007,9,15,5.58,84.5,27.85
2007,9,16,6.21,85.69,27.39
2007,9,17,6.08,81.75,27.72
2007,9,18,5.2,81.81,28.15
2007,9,19,4.61,83.56,28.23
2007,9,20,6.05,83.5,28.42
2007,9,21,4.68,79.31,28.43
2007,9,22,3.77,79.94,28.16
2007,9,23,4.16,81.38,28.09
2007,9,24,4.16,79.44,27.9
2007,9,25,6.63,82.0,28.55
2007,9,26,5.91,82.44,28.58
2007,9,27,5.1,83.94,27.9
2007,9,28,5.15,78.94,28.37
2007,9,29,4.33,77.44,28.51
2007,9,30,4.7,77.25,28.55
2007,10,1,4.88,78.12,28.71
2007,10,2,5.63,79.19,28.65
2007,10,3,6.38,78.0,28.78
2007,10,4,5.46,79.06,28.56
2007,10,5,4.45,81.0,28.27
2007,10,6,2.93,81.94,27.9
2007,10,7,1.59,81.69,27.43
2007,10,8,1.73,80.56,26.95
2007,10,9,4.01,84.0,27.26
2007,10,10,3.22,80.5,27.65
2007,10,11,2.22,80.0,27.73
2007,10,12,1.6,81.25,27.42
2007,10,13,1.48,79.19,27.5
2007,10,14,1.65,79.62,27.4
2007,10,15,1.98,79.44,27.4
2007,10,16,2.36,82.56,27.43
2007,10,17,2.01,81.0,27.22
2007,10,18,2.22,80.44,27.03
2007,10,19,3.51,85.75,27.0
2007,10,20,3.34,82.94,27.63
2007,10,21,3.04,82.19,27.59
2007,10,22,6.33,84.94,27.83
2007,10,23,6.89,83.31,27.98
2007,10,24,6.25,85.5,27.55
2007,10,25,4.75,83.12,27.51
2007,10,26,2.53,82.06,27.8
2007,10,27,2.52,80.12,28.02
2007,10,28,2.18,82.38,27.59
